case_id,customer_id,order_id,customer_message,domain,issue_type,support_category,product_name,product_category,transaction_amount,order_status,reported_at,channel,historical_csat,amount_band
CASE00051362,CUST037085,ORD0037085,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Smartwatch,Sports & Outdoors,1493.63,Shipped,21/08/2023 16:24,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00051363,CUST037086,ORD0037086,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Desk Organizer,Clothing,1297.3,Delivered,21/08/2023 19:13,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051364,CUST037087,ORD0037087,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Winter Jacket,Clothing,1315.9,Delivered,21/08/2023 17:24,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051365,CUST037088,ORD0037088,Order delay Poor service by Shopzilla ????????????????????????????????????????????????????????????????????????????,ORDER,Delayed,Order Related,Wireless Charger,Toys & Games,85.46,Delivered,21/08/2023 14:34,Email,1,AUTONOMOUS_ELIGIBLE
CASE00051366,CUST037089,ORD0037089,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,Puzzle 1000pc,Books,617.56,Shipped,21/08/2023 13:19,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051367,CUST037090,ORD0037090,I need more information about the product.,ORDER,Product Specific Information,Product Queries,Wireless Charger,Clothing,532.55,Delivered,19/08/2023 21:24,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00051368,CUST037091,ORD0037091,Deal with seller,RETURN,Reverse Pickup Enquiry,Returns,Cookware Set,Electronics,235.73,Delivered,21/08/2023 08:23,Outcall,2,AUTONOMOUS_ELIGIBLE
CASE00051369,CUST037092,ORD0037092,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Kids Toy Car,Books,2186.22,Delivered,21/08/2023 08:52,Outcall,5,HIGH_VALUE
CASE00051370,CUST037093,ORD0037093,I need help with my order.,ORDER,General Enquiry,Order Related,Children's Book,Home & Kitchen,2506.5,Delivered,21/08/2023 12:33,Inbound,1,HIGH_VALUE
CASE00051371,CUST037094,ORD0037094,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,Gaming Mouse,Electronics,1264.59,Shipped,21/08/2023 11:52,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051372,CUST037095,ORD0037095,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Puzzle 1000pc,Toys & Games,1041.46,Delivered,21/08/2023 13:32,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051373,CUST037096,ORD0037096,the return policy should be enhanced,ORDER,Installation/demo,Order Related,Memory Card 128GB,Toys & Games,163.16,Delivered,21/08/2023 22:04,Inbound,3,AUTONOMOUS_ELIGIBLE
CASE00051374,CUST037097,ORD0037097,I need more information about the product.,ORDER,Product Specific Information,Product Queries,Wireless Earbuds,Books,1496.12,Shipped,21/08/2023 15:50,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00051375,CUST037098,ORD0037098,Very good explanation and very nice talking I am happy ??,ORDER,Installation/demo,Order Related,Children's Book,Toys & Games,971.61,Delivered,21/08/2023 11:39,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051376,CUST037099,ORD0037099,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Smartphone Case,Books,132.01,Delivered,21/08/2023 13:58,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051377,CUST037100,ORD0037100,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,Yoga Mat,Toys & Games,1291.31,Shipped,21/08/2023 18:05,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051378,CUST037101,ORD0037101,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Desk Plant,Home & Kitchen,458.85,Delivered,21/08/2023 18:38,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00051379,CUST037102,ORD0037102,You welcome ??,RETURN,Reverse Pickup Enquiry,Returns,Running Shoes,Sports & Outdoors,283.76,Delivered,21/08/2023 11:26,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00051380,CUST037103,ORD0037103,I want to return my order. Please help me with the return process.,RETURN,Return request,Returns,Kids Toy Car,Sports & Outdoors,266.36,Delivered,21/08/2023 20:36,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051381,CUST037104,ORD0037104,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Jeans,Clothing,183.2,Delivered,21/08/2023 19:17,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00051382,CUST037105,ORD0037105,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Vacuum Cleaner,Sports & Outdoors,305.97,Delivered,21/08/2023 14:48,Inbound,3,AUTONOMOUS_ELIGIBLE
CASE00051383,CUST037106,ORD0037106,"Dear Shopzilla Support Team,I hope this email finds you well. I am writing to inquire about my eligibility for the ongoing \""Rush  ,   Pao\"" offer. I recently completed an order on Shopzilla within the specified time frame for this promotion and I would like to confirm whether I qualify for the associated cashback. :OrderOrder Date: 21 August I made sure to follow all the terms and conditions outlined for this offer, and I am eager to know if I am eligible for the cashback as mentioned in the promotion. I value your prompt response and assistance in clarifying this matter.If you require any additional information from my end to verify my eligibility, please do not hesitate to reach out. I appreciate your attention to this matter and look forward to hearing from you soon.Thank you for your time and assistance.Best regard",ORDER,Product Specific Information,Product Queries,USB-C Charger,Sports & Outdoors,364.71,Delivered,21/08/2023 15:12,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00051384,CUST037107,ORD0037107,An item is missing from my order.,RETURN,Missing,Returns,Wireless Earbuds,Sports & Outdoors,975.28,Delivered,21/08/2023 22:19,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051385,CUST037108,ORD0037108,Overall good,PAYMENT,Online Payment Issues,Payments related,Gaming Mouse,Clothing,1389.99,Returned,21/08/2023 21:55,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051386,CUST037109,ORD0037109,I received the wrong product.,RETURN,Wrong,Returns,Jeans,Toys & Games,189.76,Delivered,20/08/2023 22:26,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00051387,CUST037110,ORD0037110,There is an issue with my refund. Please investigate it.,REFUND,Refund Related Issues,Refund Related,Desk Plant,Toys & Games,706.52,Delivered,21/08/2023 06:30,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051388,CUST037111,ORD0037111,Very good ??,RETURN,Reverse Pickup Enquiry,Returns,Winter Jacket,Home & Kitchen,602.69,Shipped,21/08/2023 17:24,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051389,CUST037112,ORD0037112,I received the wrong product.,RETURN,Wrong,Returns,Phone Tripod,Books,371.09,Delivered,21/08/2023 14:51,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051390,CUST037113,ORD0037113,I need more information about the product.,ORDER,Product Specific Information,Product Queries,Children's Book,Clothing,50.22,Shipped,21/08/2023 18:59,Outcall,1,AUTONOMOUS_ELIGIBLE
CASE00051391,CUST037114,ORD0037114,Thank you so much sir,RETURN,Missing,Returns,Dress Shirt,Clothing,825.38,Delivered,21/08/2023 12:51,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051392,CUST037115,ORD0037115,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Car Charger,Clothing,530.63,Delivered,21/08/2023 17:38,Outcall,4,AUTONOMOUS_ELIGIBLE
CASE00051393,CUST037116,ORD0037116,To bad customer service put me for 6 minutes on hold gona put review about bad service,ORDER,Order status enquiry,Order Related,Smartwatch,Home & Kitchen,1653.83,Delivered,21/08/2023 12:03,Outcall,1,AUTONOMOUS_ELIGIBLE
CASE00051394,CUST037117,ORD0037117,Try to return product or if u want to refund scan availablity is needed,RETURN,Missing,Returns,Yoga Mat,Books,435.45,Delivered,21/08/2023 13:27,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051395,CUST037118,ORD0037118,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Action Camera,Electronics,70.24,Delivered,21/08/2023 17:48,Outcall,4,AUTONOMOUS_ELIGIBLE
CASE00051396,CUST037119,ORD0037119,I need help with my order.,ORDER,Installation/demo,Order Related,Phone Tripod,Home & Kitchen,583.73,Shipped,21/08/2023 20:03,Inbound,3,AUTONOMOUS_ELIGIBLE
CASE00051397,CUST037120,ORD0037120,Good,PAYMENT,Online Payment Issues,Payments related,Router,Books,1323.86,Delivered,21/08/2023 23:29,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051398,CUST037121,ORD0037121,I want to return my order. Please help me with the return process.,RETURN,Return request,Returns,Vacuum Cleaner,Sports & Outdoors,332.49,Delivered,21/08/2023 10:43,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00051399,CUST037122,ORD0037122,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,Office Chair,Electronics,393.75,Shipped,21/08/2023 19:49,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00051400,CUST037123,ORD0037123,Delivery boy contact no,ORDER,Order status enquiry,Order Related,Desk Plant,Electronics,543.73,Shipped,21/08/2023 20:26,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051401,CUST037124,ORD0037124,I need help with my order.,RETURN,Fraudulent User,Returns,Action Camera,Clothing,39.0,Delivered,21/08/2023 21:16,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051402,CUST037125,ORD0037125,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Winter Jacket,Home & Kitchen,2568.62,Returned,21/08/2023 19:21,Email,5,HIGH_VALUE
CASE00051403,CUST037126,ORD0037126,Very good customer support team behaviour and work it's amazing experience,RETURN,Wrong,Returns,Memory Card 128GB,Home & Kitchen,86.06,Shipped,21/08/2023 17:17,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051404,CUST037127,ORD0037127,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,Laptop Sleeve,Electronics,98.15,Delivered,21/08/2023 13:29,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051405,CUST037128,ORD0037128,NO,ORDER,Invoice request,Order Related,Gaming Mouse,Clothing,655.13,Delivered,20/08/2023 17:12,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051406,CUST037129,ORD0037129,Good,ORDER,Product Specific Information,Product Queries,Smartwatch,Sports & Outdoors,638.23,Delivered,21/08/2023 10:46,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051407,CUST037130,ORD0037130,5,ORDER,Order status enquiry,Order Related,Cookware Set,Sports & Outdoors,3117.07,Delivered,21/08/2023 15:08,Outcall,5,HIGH_VALUE
CASE00051408,CUST037131,ORD0037131,This customer support   is very nice so I am satisfy Lucent bahut acche tarike se samjhaya thanku,RETURN,Reverse Pickup Enquiry,Returns,Jeans,Books,491.47,Delivered,21/08/2023 14:00,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051409,CUST037132,ORD0037132,Good,RETURN,Reverse Pickup Enquiry,Returns,4K Monitor,Clothing,2916.56,Delivered,21/08/2023 23:04,Outcall,5,HIGH_VALUE
CASE00051410,CUST037133,ORD0037133,Tq for helping me,RETURN,Reverse Pickup Enquiry,Returns,Water Bottle,Home & Kitchen,413.21,Delivered,21/08/2023 23:18,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051411,CUST037134,ORD0037134,I have not received my refund. Please check the refund status.,REFUND,Refund Enquiry,Refund Related,Desk Plant,Electronics,228.68,Delivered,21/08/2023 23:27,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051412,CUST037135,ORD0037135,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,Puzzle 1000pc,Electronics,248.7,Shipped,21/08/2023 09:32,Outcall,3,AUTONOMOUS_ELIGIBLE
CASE00051413,CUST037136,ORD0037136,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Smart Light Bulb,Books,1703.49,Delivered,21/08/2023 11:41,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051414,CUST037137,ORD0037137,Very good,ORDER,Order status enquiry,Order Related,Yoga Mat,Toys & Games,274.17,Delivered,21/08/2023 16:00,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051415,CUST037138,ORD0037138,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,T-Shirt,Clothing,474.41,Shipped,21/08/2023 06:57,Email,5,AUTONOMOUS_ELIGIBLE
CASE00051416,CUST037139,ORD0037139,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,T-Shirt,Clothing,1937.75,Shipped,21/08/2023 10:37,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051417,CUST037140,ORD0037140,Very Good,RETURN,Return request,Returns,Phone Tripod,Toys & Games,671.48,Cancelled,21/08/2023 14:24,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051418,CUST037141,ORD0037141,I need more information about the product.,ORDER,Product Specific Information,Product Queries,Laptop Sleeve,Sports & Outdoors,292.71,Shipped,21/08/2023 17:56,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051419,CUST037142,ORD0037142,Very nice ??,RETURN,Reverse Pickup Enquiry,Returns,Cookware Set,Home & Kitchen,981.98,Delivered,21/08/2023 10:18,Outcall,4,AUTONOMOUS_ELIGIBLE
CASE00051420,CUST037143,ORD0037143,I am having an issue with my payment.,PAYMENT,Online Payment Issues,Payments related,Jeans,Clothing,498.07,Returned,21/08/2023 20:46,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051421,CUST037144,ORD0037144,Good,ORDER,Product Specific Information,Product Queries,4K Monitor,Toys & Games,1126.41,Delivered,20/08/2023 23:11,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051422,CUST037145,ORD0037145,Nice work sir,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Toys & Games,866.24,Pending,21/08/2023 17:10,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051423,CUST037146,ORD0037146,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,Running Shoes,Electronics,2133.24,Shipped,20/08/2023 15:48,Inbound,5,HIGH_VALUE
CASE00051424,CUST037147,ORD0037147,All good,RETURN,Reverse Pickup Enquiry,Returns,Wireless Earbuds,Sports & Outdoors,1583.86,Delivered,21/08/2023 20:46,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051425,CUST037148,ORD0037148,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Novel Bestseller,Toys & Games,271.52,Delivered,21/08/2023 14:54,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051426,CUST037149,ORD0037149,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,Wireless Charger,Home & Kitchen,939.35,Shipped,21/08/2023 23:12,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051427,CUST037150,ORD0037150,good respons,ORDER,Order status enquiry,Order Related,Kids Toy Car,Clothing,1044.06,Delivered,21/08/2023 08:43,Outcall,1,AUTONOMOUS_ELIGIBLE
CASE00051428,CUST037151,ORD0037151,There is an issue with my refund. Please investigate it.,REFUND,Refund Related Issues,Refund Related,Smartwatch,Home & Kitchen,894.15,Delivered,21/08/2023 17:00,Email,5,AUTONOMOUS_ELIGIBLE
CASE00051429,CUST037152,ORD0037152,I want to return my order. Please help me with the return process.,RETURN,Return request,Returns,Air Fryer,Toys & Games,235.02,Delivered,21/08/2023 12:15,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051430,CUST037153,ORD0037153,I need help with my order.,RETURN,Fraudulent User,Returns,Projector Mini,Electronics,49.45,Shipped,21/08/2023 12:13,Outcall,4,AUTONOMOUS_ELIGIBLE
CASE00051431,CUST037154,ORD0037154,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Running Shoes,Home & Kitchen,265.21,Delivered,21/08/2023 13:42,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051432,CUST037155,ORD0037155,Thxxx,RETURN,Reverse Pickup Enquiry,Returns,Desk Plant,Toys & Games,172.47,Delivered,21/08/2023 19:27,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051433,CUST037156,ORD0037156,Thank you,RETURN,Return request,Returns,Car Charger,Books,400.11,Delivered,21/08/2023 10:16,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051434,CUST037157,ORD0037157,Customer executive was very nice and very polite.,RETURN,Return request,Returns,Car Charger,Sports & Outdoors,1504.54,Shipped,21/08/2023 11:51,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051435,CUST037158,ORD0037158,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,USB-C Charger,Toys & Games,409.74,Delivered,21/08/2023 15:00,Outcall,1,AUTONOMOUS_ELIGIBLE
CASE00051436,CUST037159,ORD0037159,Product quality are good and rate is more than less to other apps.Easy to return,RETURN,Reverse Pickup Enquiry,Returns,4K Monitor,Books,630.86,Delivered,21/08/2023 01:30,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051437,CUST037160,ORD0037160,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Air Fryer,Home & Kitchen,880.66,Delivered,21/08/2023 11:40,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051438,CUST037161,ORD0037161,I want to return my order. Please help me with the return process.,RETURN,Return request,Returns,Electric Kettle,Clothing,54.32,Shipped,21/08/2023 17:10,Outcall,4,AUTONOMOUS_ELIGIBLE
CASE00051439,CUST037162,ORD0037162,I need help with my order.,ORDER,Installation/demo,Order Related,Projector Mini,Toys & Games,194.38,Delivered,21/08/2023 16:05,Inbound,3,AUTONOMOUS_ELIGIBLE
CASE00051440,CUST037163,ORD0037163,V good person,RETURN,Reverse Pickup Enquiry,Returns,Electric Kettle,Home & Kitchen,650.44,Delivered,21/08/2023 21:31,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051441,CUST037164,ORD0037164,great experience shruti,ORDER,Order status enquiry,Order Related,Vacuum Cleaner,Clothing,1837.04,Delivered,21/08/2023 21:36,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051442,CUST037165,ORD0037165,Pls resolve the issue as early as possible,ORDER,Unable to track,Order Related,External HDD 2TB,Books,1228.9,Delivered,21/08/2023 12:17,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051443,CUST037166,ORD0037166,My issue is not Salve,RETURN,Wrong,Returns,Backpack,Electronics,224.14,Delivered,20/08/2023 18:12,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00051444,CUST037167,ORD0037167,I want to replace the product.,RETURN,Exchange / Replacement,Returns,Portable SSD 1TB,Clothing,2086.85,Delivered,21/08/2023 16:48,Outcall,5,HIGH_VALUE
CASE00051445,CUST037168,ORD0037168,Good,RETURN,Fraudulent User,Returns,Laptop Sleeve,Home & Kitchen,1239.03,Delivered,21/08/2023 21:56,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00051446,CUST037169,ORD0037169,They quickly response.. Thank you,REFUND,Refund Enquiry,Refund Related,Instant Pot,Sports & Outdoors,1269.14,Delivered,21/08/2023 08:09,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051447,CUST037170,ORD0037170,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,HDMI Cable 2m,Sports & Outdoors,752.49,Shipped,21/08/2023 19:14,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00051448,CUST037171,ORD0037171,I want to return my order. Please help me with the return process.,RETURN,Return request,Returns,Air Fryer,Sports & Outdoors,233.54,Shipped,21/08/2023 22:04,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051449,CUST037172,ORD0037172,The seller cancelled my order. What happens to my payment?,ORDER,Seller Cancelled Order,Order Related,Running Shoes,Toys & Games,1423.83,Delivered,21/08/2023 22:58,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051450,CUST037173,ORD0037173,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Phone Tripod,Electronics,276.47,Delivered,21/08/2023 14:29,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00051451,CUST037174,ORD0037174,NICE ALL,ORDER,Seller Cancelled Order,Order Related,Drone Mini,Clothing,769.52,Delivered,21/08/2023 20:18,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051452,CUST037175,ORD0037175,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Webcam Full HD,Electronics,957.02,Delivered,21/08/2023 19:55,Outcall,3,AUTONOMOUS_ELIGIBLE
CASE00051453,CUST037176,ORD0037176,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Router,Electronics,121.98,Cancelled,21/08/2023 23:04,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00051454,CUST037177,ORD0037177,Kindly solve my complain issue regarding my fake return status updated by your today Master man/delivery boy and Shopzilla will be action against that man and if my problem sove quickly I will be very happy ??,RETURN,Reverse Pickup Enquiry,Returns,Action Camera,Sports & Outdoors,485.36,Delivered,21/08/2023 18:54,Outcall,5,AUTONOMOUS_ELIGIBLE
